a-tu-sze3	PN.GEN.TERM	1
a-tu-ta	PN.GEN.ABL	2
a-u2-da-ta	FN.GEN.ABL	1
a-zi-ga-sze3	N.TERM	1
azlag2	N.DAT-H	3
azlag2	N.GEN	1
ba	N.GEN	1
ba-a	NF.V.PT	1
ba-a-ba-lum	PN	1
ba-ab-du8	MID.3-SG-NH-L3.V.3-SG-S	11
ba-ab-ti	MID.3-SG-NH-A.V.3-SG-P	1
ba-ad-da-ri2	PN.ABS	1
ba-ad-iri-na	PN		1
ba-ad-iri-na	PN.GEN		1
ba-a-ga	PN	2
ba-a-gar	MID.L2.V.3-SG-S	6
ba-a-hun	MID.V.3-SG-S	2
ba-a-hun-sze3	MID.L2.V.3-SG-S.TERM	1
ba-al-la	NF.V.PT	2
ba-an-ku4	MID.L1-SYN.V.3-SG-S	1
ba-an-na-zi	MID.3-SG-H.DAT.V.3-SG-S	1
ba-an-sa6	PN.ERG	2
ba-an-ti	MID.3-SG-H-A.V.3-SG-P	1
ba-ba	N	2
ba-ba	PN	1
ba-ba-ti	PN	1
ba-ba-ti	PN.GEN.ABS	1
bad3	N	19
bad3	N.ABS	6
bad3-gal	N.ABS	2
bad3-gal-bi	N.DEM2.ABS	1
ba-de6	MID.V.3-SG-S	1
ba-dim2	MID.V.3-SG-S	9
ba-du3	MID.V.3-SG-S	34
ba-du3-a	MID.V.3-SG-S	1
ba-du3-ta	MID.V.3-SG-S.ABL	3
ba-gen-na-a	MID.V.3-SG-S.SUB.L1	1
ba-ha-an-sze-er	PN	1
bahar3	N	1
bahar3-me	N.ABS.COP-3-PL	1
ba-hul	MID.V.3-SG-S	93
ba-hul	MID.V.3-SG-S		2
ba-hul	MID.V.3-SG-S.GEN.GEN.ABS	1
ba-hul-a	MID.V.3-SG-S.SUB	1
ba-hul-sze3	MID.V.3-SG-S.TERM	3
ba-hul-ta	MID.V.3-SG-S.ABL	1
ba-hun	MID.V.3-SG-S	39
ba-hun	MID.V.3-SG-S		2
ba-hun	MID.V.3-SG-S.GEN.GEN.ABS	1
ba-hun-ga2	MID.V.3-SG-S	1
ba-hun-ga2-sze3	MID.V.3-SG-S.TERM	1
ba-kux(KWU147)	MID.L1-SYN.V.3-SG-S	1
bala	N	1
bala	N.ABS	1
bala	N.GEN	1
bala	N.GEN.L1	1
bala	N.L1	1
bala	N.L1		1
ba-la	PN	1
bala-a	N.GEN	1
bala-a	N.GEN.ABS		1
bala-a	N.GEN.L1	9
bala-a	N.L1	2
bala-a	N.L1		1
bala-a	N.L1.GEN	1
bala-a-sze3	N.GEN.TERM	1
bala-a-ta	NF.V.PT.GEN.ABL	2
ba-li	PN.ERG	1
ba-lu5	N	1
ba-mu	PN.GEN	1
ba-na-...	MID.3-SG-H.DAT.3-SG-H-A.V.3-SG-P	1
ba-na-gi-in	MID.3-SG-H.DAT.V.3-SG-S	1
banda3-sze3	N.TERM	1
ba-ne-tar-ra	MID.3-PL-DAT.V.3-SG-S.SUB	1
bappir	N	2
ba-ra	NF.V.PT	1
bara2-si-ga	N	2
ba-ra-gi-ne	NF.V.PL.ABS.ABS	1
ba-ra-sa10	MID.ABL.3-SG-H-A.V.3-SG-P	1
bar-gal2	N	19
bar-ra	N.GEN	1
bar-su	NF.V.ABS	4
bar-su-ga	NF.V.ABS	15
bar-ta	N.ABL	2
ba-sa6	PN.GEN	3
ba-sa6-ga	PN	1
ba-ti	MID.3-SG-H-A.V.3-SG-P	54
